transaction_id,timestamp,customer_id,amount,merchant_category,device_id,city,lat,lon,is_fraud,fraud_pattern
100021,2024-01-07 21:53:57,24,163.06,eletronicos,dev_ae270da7,Brasilia,-15.804767904416467,-47.866338212199416,0,none
100022,2024-01-07 22:14:40,8,534.98,farmacia,dev_f91e1d4c,Curitiba,-25.436970637651267,-49.272759609296514,0,none
100023,2024-01-08 04:14:22,9,332.21,transferencia_p2p,dev_9e574f7a,Salvador,-12.99588472048452,-38.49663104354122,1,risky_merchant
100024,2024-01-08 06:13:19,20,842.51,farmacia,dev_ff50bde4,Curitiba,-25.441055286878257,-49.308001565629446,0,none
100025,2024-01-08 10:33:13,28,102.57,viagem,dev_1825bc54,Manaus,-3.1021629016656598,-60.03231752238143,0,none
100026,2024-01-08 13:05:59,8,713.3,streaming,dev_f91e1d4c,Curitiba,-25.409116759557257,-49.28907099361265,0,none
100027,2024-01-08 18:32:18,2,268.99,cripto_exchange,dev_16419f82,Belo Horizonte,-19.92764247648283,-43.949772258935546,0,none
100028,2024-01-09 02:24:35,30,330.48,viagem,dev_b253d218,Cidade do Mexico,19.43,-99.13,1,impossible_travel
100029,2024-01-09 14:22:41,9,68.43,viagem,dev_9e574f7a,Salvador,-12.935633883672793,-38.51688501317856,0,none
100030,2024-01-09 16:01:37,8,849.84,viagem,dev_f91e1d4c,Curitiba,-25.469280916101493,-49.24921590534516,0,none
100031,2024-01-10 08:39:38,10,653.12,viagem,dev_4a15544d,Porto Alegre,-30.02456836286617,-51.20081822027346,0,none
100032,2024-01-10 10:33:23,25,318.53,streaming,dev_5715bd6f,Salvador,-12.99503883469066,-38.5386551387415,0,none
100033,2024-01-10 12:51:48,28,117.54,joalheria,dev_2720797d,Manaus,-3.063052614847546,-60.03670356891812,0,none
100034,2024-01-10 20:51:55,30,350.83,viagem,dev_5cec4eb5,Rio de Janeiro,-22.850071753158726,-43.16639724149201,0,none
100035,2024-01-10 22:56:00,20,319.51,vestuario,dev_ff50bde4,Curitiba,-25.38391859960633,-49.263161961122705,0,none
100036,2024-01-11 06:16:13,29,126.49,posto_combustivel,dev_7c441fe7,Brasilia,-15.779111990088394,-47.8876745241052,0,none
100037,2024-01-11 11:04:38,17,284.09,restaurante,dev_366eb16f,Rio de Janeiro,-22.85584038727709,-43.19303245898618,0,none
100038,2024-01-11 14:12:40,28,64.97,viagem,dev_2720797d,Manaus,-3.1197175393891126,-60.01665219702316,0,none
100039,2024-01-11 17:14:01,13,173.35,vestuario,dev_baa80dd4,Manaus,-3.085003931570582,-59.99086193625178,0,none
100040,2024-01-11 21:01:47,27,325.42,viagem,dev_a8e56e0c,Belo Horizonte,-19.935003965627985,-43.92498559067501,0,none
100041,2024-01-11 22:28:33,26,217.76,aposta_online,dev_f42d47cc,Brasilia,-15.783583127772651,-47.923824195244336,0,none
100042,2024-01-11 23:57:15,25,243.96,joalheria,dev_5715bd6f,Salvador,-12.981926797651127,-38.53611599410406,0,none
100043,2024-01-12 08:19:25,29,212.1,aposta_online,dev_00257ad1,Brasilia,-15.76308354496253,-47.847666060049164,0,none
100044,2024-01-12 13:52:28,14,244.49,vestuario,dev_ece66fa2,Curitiba,-25.430354603452976,-49.2826038512321,0,none
100045,2024-01-12 14:56:28,8,745.18,farmacia,dev_f91e1d4c,Curitiba,-25.40318115295545,-49.286360338010866,0,none
100046,2024-01-12 17:35:05,1,71.76,joalheria,dev_392456de,Rio de Janeiro,-22.948765938511603,-43.20861899302319,0,none
100047,2024-01-12 18:32:47,26,390.23,eletronicos,dev_f42d47cc,Brasilia,-15.791195551956228,-47.8718044455331,0,none
100048,2024-01-12 19:06:48,24,84.33,cripto_exchange,dev_ae270da7,Brasilia,-15.770599883720676,-47.83965759379495,0,none
100049,2024-01-12 20:40:42,28,70.77,aposta_online,dev_2720797d,Manaus,-3.0704322073352155,-60.030228413181135,0,none
100050,2024-01-13 09:55:34,19,1354.58,aposta_online,dev_89fa6a68,Brasilia,-15.774521232928643,-47.87279767602015,1,high_amount
100051,2024-01-13 18:23:50,5,631.68,vestuario,dev_cf36d58b,Curitiba,-25.450094211844757,-49.26908774837749,0,none
100052,2024-01-13 22:58:02,28,51.23,farmacia,dev_2720797d,Manaus,-3.0807712287548528,-60.01332158530094,0,none
100053,2024-01-14 04:07:00,15,2380.03,transferencia_p2p,dev_c6a7ee39,Rio de Janeiro,-22.867632658481163,-43.2127760256184,1,high_amount
100054,2024-01-14 10:06:10,19,138.42,transporte,dev_89fa6a68,Brasilia,-15.82792632629281,-47.89417125540627,0,none
100055,2024-01-14 11:59:47,21,54.32,farmacia,dev_dc713d96,Porto Alegre,-30.063986428878465,-51.22401510475101,0,none
100056,2024-01-14 13:19:55,14,648.06,supermercado,dev_ece66fa2,Curitiba,-25.38378003745025,-49.311301699400644,0,none
100057,2024-01-14 19:14:11,29,229.65,transferencia_p2p,dev_00257ad1,Brasilia,-15.78425942059666,-47.83825299855446,0,none
100058,2024-01-14 21:45:58,22,108.47,transporte,dev_6c12ace8,Recife,-8.067788818025369,-34.935166617433964,0,none
100059,2024-01-15 08:25:31,16,205.37,restaurante,dev_448aaa9e,Belo Horizonte,-19.8888857923725,-43.8950874357642,0,none
100060,2024-01-15 09:47:35,9,97.05,posto_combustivel,dev_9e574f7a,Salvador,-12.998937034519306,-38.515711971220675,0,none
100061,2024-01-15 09:50:25,28,177.7,cripto_exchange,dev_2720797d,Manaus,-3.095587397078032,-60.0515118779458,1,velocity_burst
100062,2024-01-15 09:50:51,28,172.94,posto_combustivel,dev_2720797d,Manaus,-3.1060259577147233,-60.043659919033765,1,velocity_burst
100063,2024-01-15 09:51:31,28,124.47,supermercado,dev_2720797d,Manaus,-3.083253154086543,-60.06142926881601,1,velocity_burst
100064,2024-01-15 09:52:01,28,131.83,streaming,dev_2720797d,Manaus,-3.065920283356975,-59.98815947851347,1,velocity_burst
100065,2024-01-15 09:52:33,28,129.49,cripto_exchange,dev_2720797d,Manaus,-3.126435798051758,-60.040114789099285,1,velocity_burst
100066,2024-01-15 09:53:49,28,107.12,posto_combustivel,dev_63f2ae24,Manaus,-3.1050960263811955,-59.975093851697174,1,velocity_burst
100067,2024-01-15 09:53:55,28,157.27,aposta_online,dev_2720797d,Manaus,-3.0599544938528407,-59.989954966327936,1,velocity_burst
100068,2024-01-15 11:19:06,24,259.57,joalheria,dev_2a45c2ab,Brasilia,-15.782420327158757,-47.83919738489526,0,none
100069,2024-01-15 14:11:37,1,82.28,eletronicos,dev_392456de,Rio de Janeiro,-22.906543624143534,-43.17714549393473,0,none
100070,2024-01-15 15:43:43,14,257.44,joalheria,dev_ece66fa2,Curitiba,-25.439158060814876,-49.29794815644975,0,none
100071,2024-01-15 20:07:41,30,345.35,posto_combustivel,dev_b09b2a5c,Rio de Janeiro,-22.92081384397382,-43.17945883700742,0,none
100072,2024-01-16 07:22:34,20,314.87,streaming,dev_ff50bde4,Curitiba,-25.405245674594322,-49.31873478498342,0,none
100073,2024-01-16 13:13:51,28,90.09,aposta_online,dev_2720797d,Manaus,-3.0889738197380523,-60.02718329387458,0,none
100074,2024-01-16 13:19:07,11,457.85,posto_combustivel,dev_a2bc372f,Rio de Janeiro,-22.898917513051284,-43.208176089378874,0,none
100075,2024-01-16 18:22:27,25,226.95,vestuario,dev_5715bd6f,Salvador,-12.955537943181211,-38.525183297281416,0,none
100076,2024-01-16 20:44:19,15,260.27,aposta_online,dev_9b49bd26,Rio de Janeiro,-22.899952782288207,-43.200620478065495,0,none
100077,2024-01-17 08:58:18,24,175.81,vestuario,dev_ae270da7,Brasilia,-15.82678402022532,-47.87605922410156,0,none
100078,2024-01-17 16:41:04,3,365.02,transporte,dev_3b8faa18,Rio de Janeiro,-22.91554852192973,-43.16220398483496,0,none
100079,2024-01-17 21:15:50,18,259.44,transporte,dev_757750a9,Belo Horizonte,-19.96030691857712,-43.94689488175936,0,none
100080,2024-01-18 06:35:59,22,132.06,posto_combustivel,dev_6c12ace8,Recife,-8.011935254276992,-34.90243003556322,0,none
100081,2024-01-18 08:17:49,29,202.54,transferencia_p2p,dev_00257ad1,Brasilia,-15.76122825942357,-47.90328273369331,0,none
100082,2024-01-18 10:04:33,13,137.56,joalheria,dev_baa80dd4,Manaus,-3.1335883450209354,-60.03488122811733,0,none
100083,2024-01-18 12:52:13,20,495.59,transferencia_p2p,dev_ff50bde4,Curitiba,-25.41677192026296,-49.26031423141154,0,none
100084,2024-01-18 15:20:38,20,367.65,aposta_online,dev_ff50bde4,Curitiba,-25.452236272868088,-49.280176041745605,0,none
100085,2024-01-18 18:29:23,18,296.64,cripto_exchange,dev_757750a9,Belo Horizonte,-19.89577309852347,-43.974547709759015,0,none
100086,2024-01-19 10:34:16,9,44.18,transferencia_p2p,dev_9e574f7a,Salvador,-12.93335521114932,-38.53681967704381,0,none
100087,2024-01-19 15:02:18,25,334.68,aposta_online,dev_5715bd6f,Salvador,-12.975762388813518,-38.52435560245265,0,none
100088,2024-01-19 17:19:21,4,208.42,transporte,dev_b38a088c,Curitiba,-25.435169970336435,-49.310237696887434,0,none
100089,2024-01-19 19:38:43,13,122.92,supermercado,dev_c88a618e,Cidade do Mexico,19.43,-99.13,1,impossible_travel
100090,2024-01-20 08:11:49,20,145.2,cripto_exchange,dev_ff50bde4,Curitiba,-25.413626451671217,-49.26205319102935,0,none
100091,2024-01-20 13:55:10,20,583.18,transferencia_p2p,dev_ff50bde4,Curitiba,-25.46752136381018,-49.24634355282449,0,none
100092,2024-01-20 23:20:25,26,472.73,joalheria,dev_f42d47cc,Brasilia,-15.796251395694942,-47.834657202328394,0,none
100093,2024-01-21 16:59:36,28,76.96,aposta_online,dev_2720797d,Manaus,-3.1340657588107397,-59.97040305889046,0,none
100094,2024-01-21 23:49:59,12,630.45,viagem,dev_b3aa7efe,Porto Alegre,-30.031139429197108,-51.26881322746791,0,none
100095,2024-01-22 08:18:32,24,49.47,cripto_exchange,dev_ae270da7,Brasilia,-15.744800033754752,-47.90651314014733,0,none
100096,2024-01-22 12:10:46,11,6958.99,cripto_exchange,dev_c0e9ab30,Rio de Janeiro,-22.852195847710142,-43.21620494157521,1,high_amount
100097,2024-01-22 21:18:08,18,324.68,posto_combustivel,dev_757750a9,Belo Horizonte,-19.908059002121085,-43.903447776914355,0,none
100098,2024-01-24 11:11:05,26,351.62,joalheria,dev_f42d47cc,Brasilia,-15.815917020814368,-47.838717098397645,0,none
100099,2024-01-24 18:05:49,14,503.56,joalheria,dev_ece66fa2,Curitiba,-25.398689146732163,-49.311796199032685,0,none
100100,2024-01-24 21:33:24,24,126.92,viagem,dev_ae270da7,Brasilia,-15.813971022886008,-47.88537268875944,0,none
100101,2024-01-25 04:02:27,26,756.94,restaurante,dev_c8fe3ccd,Brasilia,-15.75774359671233,-47.91521217492662,1,new_device
100102,2024-01-26 01:15:02,29,494.51,transporte,dev_bc594585,Brasilia,-15.769536605477995,-47.90260225015257,1,new_device
100103,2024-01-26 07:50:12,10,323.85,supermercado,dev_b92da22b,Porto Alegre,-30.02846164107455,-51.18108772977038,0,none
100104,2024-01-26 15:20:18,21,80.06,cripto_exchange,dev_dc713d96,Porto Alegre,-30.07105392794885,-51.22258666468246,0,none
100105,2024-01-26 23:48:50,16,226.41,farmacia,dev_448aaa9e,Belo Horizonte,-19.928996389043398,-43.96670022581402,0,none
100106,2024-01-27 19:39:40,21,31.56,supermercado,dev_dc713d96,Porto Alegre,-30.025442251645273,-51.21580927106987,0,none
100107,2024-01-28 08:02:27,24,337.75,vestuario,dev_ae270da7,Brasilia,-15.833974436868292,-47.840578155466154,0,none
100108,2024-01-28 08:26:26,23,99.11,vestuario,dev_77d21e02,Fortaleza,-3.7737734289416416,-38.48671088306595,0,none
100109,2024-01-28 12:52:34,16,197.07,eletronicos,dev_448aaa9e,Belo Horizonte,-19.90843229655855,-43.931316950142914,0,none
100110,2024-01-28 20:20:21,11,644.38,transferencia_p2p,dev_a2bc372f,Rio de Janeiro,-22.854879588013944,-43.20784351732413,0,none
100111,2024-01-28 21:17:20,14,421.9,eletronicos,dev_ece66fa2,Curitiba,-25.45694057496925,-49.23475774237116,0,none
100112,2024-01-28 22:29:23,1,43.21,supermercado,dev_392456de,Rio de Janeiro,-22.948426823313078,-43.19677875149873,0,none
100113,2024-01-29 09:22:54,16,253.78,viagem,dev_448aaa9e,Belo Horizonte,-19.942143178750502,-43.967384090567215,0,none
100114,2024-01-29 12:09:01,10,218.25,supermercado,dev_14296c07,Porto Alegre,-30.018872602693932,-51.20315106609998,0,none
100115,2024-01-29 15:43:52,23,118.28,restaurante,dev_77d21e02,Fortaleza,-3.7420735977760184,-38.51472985604703,0,none
100116,2024-01-29 19:19:17,17,464.04,supermercado,dev_366eb16f,Rio de Janeiro,-22.907279941770543,-43.2004379212507,0,none
100117,2024-01-30 08:57:02,2,592.35,vestuario,dev_16419f82,Belo Horizonte,-19.942152273603547,-43.941458550084946,0,none
100118,2024-01-30 14:50:50,22,13.31,cripto_exchange,dev_6c12ace8,Recife,-8.045543762128943,-34.88523652765975,0,none
100119,2024-01-30 16:36:38,10,596.07,transferencia_p2p,dev_4a15544d,Porto Alegre,-29.99237416778262,-51.18143044392748,0,none
100120,2024-01-30 18:40:11,15,235.19,posto_combustivel,dev_c6a7ee39,Rio de Janeiro,-22.876261163045385,-43.161690262558075,0,none
100121,2024-01-30 19:41:05,25,400.9,aposta_online,dev_5715bd6f,Salvador,-12.97231932917391,-38.536730020796,0,none
100122,2024-01-30 20:40:16,5,441.9,transporte,dev_cf36d58b,Curitiba,-25.38010914682997,-49.27347467444747,0,none
100123,2024-01-31 11:26:31,3,389.47,transporte,dev_3b8faa18,Rio de Janeiro,-22.859755713448944,-43.23353628785985,0,none
100124,2024-01-31 14:21:20,10,187.27,viagem,dev_4a15544d,Porto Alegre,-30.05687385202718,-51.21060501877009,0,none
100125,2024-01-31 14:25:08,11,418.4,cripto_exchange,dev_a2bc372f,Rio de Janeiro,-22.85709816682945,-43.15642657125552,0,none
100126,2024-01-31 16:01:11,12,726.75,eletronicos,dev_b3aa7efe,Porto Alegre,-30.037903944308994,-51.26863506932134,0,none
100127,2024-01-31 19:11:42,12,664.36,cripto_exchange,dev_b3aa7efe,Porto Alegre,-30.043939624229314,-51.184659632201445,0,none
100128,2024-01-31 19:31:03,17,327.11,posto_combustivel,dev_366eb16f,Rio de Janeiro,-22.857872559702788,-43.16027125280686,0,none
100129,2024-02-01 09:35:48,3,398.75,streaming,dev_3b8faa18,Rio de Janeiro,-22.911962197385343,-43.15914956223762,0,none
100130,2024-02-01 12:12:34,4,140.26,transporte,dev_b38a088c,Curitiba,-25.442145485533306,-49.29501935521179,0,none
100131,2024-02-01 14:49:49,9,81.28,viagem,dev_9e574f7a,Salvador,-12.992540255308247,-38.542251664613524,0,none
100132,2024-02-01 17:18:10,29,277.76,transporte,dev_00257ad1,Brasilia,-15.778832223427404,-47.83127669363685,0,none
100133,2024-02-01 18:31:09,11,476.44,joalheria,dev_a2bc372f,Rio de Janeiro,-22.912482767215376,-43.24244837266682,0,none
100134,2024-02-02 10:21:05,10,543.62,joalheria,dev_4a15544d,Porto Alegre,-30.04897682624482,-51.214394528196394,0,none
100135,2024-02-02 10:40:06,20,323.03,cripto_exchange,dev_ff50bde4,Curitiba,-25.42591768098372,-49.262042619463166,0,none
100136,2024-02-02 13:46:40,12,594.35,transporte,dev_b3aa7efe,Porto Alegre,-30.066451047431933,-51.27932326305745,0,none
100137,2024-02-02 20:54:19,23,78.92,farmacia,dev_77d21e02,Fortaleza,-3.769334673257764,-38.53186357023424,0,none
100138,2024-02-03 02:01:04,19,0.93,streaming,dev_89fa6a68,Brasilia,-15.755272456534685,-47.84911127915118,1,card_testing
100139,2024-02-03 02:01:23,19,2.24,streaming,dev_134c6c92,Brasilia,-15.796684362276132,-47.857556915286935,1,card_testing
100140,2024-02-03 02:01:29,19,2.48,streaming,dev_89fa6a68,Brasilia,-15.76185648941645,-47.895596588021014,1,card_testing
100141,2024-02-03 02:01:31,19,2.18,streaming,dev_89fa6a68,Brasilia,-15.790110839000349,-47.84172214258411,1,card_testing
100142,2024-02-03 02:01:32,19,2.34,streaming,dev_89fa6a68,Brasilia,-15.82005421933334,-47.841534748377505,1,card_testing
100143,2024-02-03 02:01:38,19,1.48,streaming,dev_89fa6a68,Brasilia,-15.818528389402996,-47.911284888628884,1,card_testing
100144,2024-02-03 02:02:34,19,3.64,streaming,dev_89fa6a68,Brasilia,-15.808112243267061,-47.9080979811927,1,card_testing
100145,2024-02-03 17:48:25,5,542.46,vestuario,dev_cf36d58b,Curitiba,-25.4129718356119,-49.30053446981123,0,none
100146,2024-02-04 08:36:23,11,763.79,restaurante,dev_a2bc372f,Rio de Janeiro,-22.94473278509129,-43.22768149390494,0,none
100147,2024-02-04 09:08:05,12,225.19,posto_combustivel,dev_b3aa7efe,Porto Alegre,-30.024525999939115,-51.23919558249168,0,none
100148,2024-02-04 10:04:03,30,546.93,posto_combustivel,dev_5cec4eb5,Rio de Janeiro,-22.867575969867996,-43.15788074710324,0,none
100149,2024-02-04 11:01:21,16,2191.69,aposta_online,dev_7c967f79,Buenos Aires,-34.6,-58.38,1,account_takeover
100150,2024-02-04 21:09:04,10,289.7,posto_combustivel,dev_4a15544d,Porto Alegre,-30.050024774607845,-51.20173333758345,0,none
100151,2024-02-04 23:49:30,21,89.17,transporte,dev_dc713d96,Porto Alegre,-30.02075253809363,-51.247769541701885,0,none
100152,2024-02-05 07:03:35,5,622.58,eletronicos,dev_cf36d58b,Curitiba,-25.394720782420876,-49.309741235321226,0,none
100153,2024-02-05 07:22:32,26,351.46,restaurante,dev_f42d47cc,Brasilia,-15.83623927544289,-47.89312624005102,0,none
100154,2024-02-05 08:41:45,11,4847.15,eletronicos,dev_504867ba,Buenos Aires,-34.6,-58.38,1,account_takeover
100155,2024-02-05 11:37:27,15,83.99,cripto_exchange,dev_edcd465e,Rio de Janeiro,-22.902998960503965,-43.209165190657004,0,none
100156,2024-02-05 15:07:36,18,272.39,cripto_exchange,dev_757750a9,Belo Horizonte,-19.871983946267864,-43.908162253986944,0,none
100157,2024-02-05 23:45:20,5,694.83,streaming,dev_cf36d58b,Curitiba,-25.419444892551432,-49.27698006741764,0,none
100158,2024-02-06 08:24:32,18,389.82,transporte,dev_757750a9,Belo Horizonte,-19.90767584213585,-43.92889568588226,0,none
100159,2024-02-06 09:15:06,22,186.78,streaming,dev_dd59ba71,Miami,25.76,-80.19,1,impossible_travel
100160,2024-02-06 09:53:12,20,484.31,eletronicos,dev_ff50bde4,Curitiba,-25.43977324112196,-49.2491981514289,0,none
100161,2024-02-06 13:19:07,25,359.45,supermercado,dev_5715bd6f,Salvador,-12.940610089136056,-38.504288638336355,0,none
100162,2024-02-06 15:53:37,1,45.93,joalheria,dev_392456de,Rio de Janeiro,-22.90534526069568,-43.201565861444834,0,none
100163,2024-02-06 20:14:34,20,912.27,farmacia,dev_839fbc50,Curitiba,-25.39156297604068,-49.22960256618626,0,none
100164,2024-02-06 21:12:07,20,263.7,posto_combustivel,dev_ff50bde4,Curitiba,-25.38013209692138,-49.27548888072576,0,none
100165,2024-02-07 07:00:19,30,137.39,joalheria,dev_dd2467ac,Rio de Janeiro,-22.916495788630424,-43.204565092184325,0,none
100166,2024-02-07 07:50:57,13,167.09,transferencia_p2p,dev_baa80dd4,Manaus,-3.1387256337396194,-60.02004174587274,0,none
100167,2024-02-07 08:52:54,15,262.52,transferencia_p2p,dev_c6a7ee39,Rio de Janeiro,-22.936082087730366,-43.21971673574893,0,none
100168,2024-02-07 21:36:50,11,597.74,farmacia,dev_a2bc372f,Rio de Janeiro,-22.868350548456707,-43.21070648702606,0,none
100169,2024-02-08 06:16:41,11,596.73,vestuario,dev_a2bc372f,Rio de Janeiro,-22.9381775152196,-43.21931936579964,0,none
100170,2024-02-08 11:10:20,5,166.83,aposta_online,dev_cf36d58b,Curitiba,-25.375909594506847,-49.23050740831789,0,none
100171,2024-02-08 13:19:49,18,353.57,eletronicos,dev_757750a9,Belo Horizonte,-19.92109969204885,-43.94201965767979,0,none
100172,2024-02-08 22:19:42,29,235.21,streaming,dev_00257ad1,Brasilia,-15.810434479747405,-47.91727122009409,0,none
100173,2024-02-09 13:03:15,12,800.7,joalheria,dev_b3aa7efe,Porto Alegre,-30.03140095366834,-51.27307874815316,0,none
100174,2024-02-09 14:23:32,12,682.99,transporte,dev_b3aa7efe,Porto Alegre,-29.981868154315343,-51.233050957797744,0,none
100175,2024-02-09 16:14:21,28,80.99,transferencia_p2p,dev_2720797d,Manaus,-3.0866775333031815,-60.01693951792274,0,none
100176,2024-02-09 20:38:45,10,494.67,streaming,dev_4a15544d,Porto Alegre,-30.044845301622804,-51.27576448371499,0,none
100177,2024-02-10 07:03:37,24,147.64,transporte,dev_ae270da7,Brasilia,-15.786887386472944,-47.92431204202713,0,none
100178,2024-02-10 12:23:20,27,754.83,streaming,dev_e9a1fa6f,Belo Horizonte,-19.94787259016838,-43.975407728689746,0,none
100179,2024-02-10 21:08:46,22,198.19,transporte,dev_6c12ace8,Recife,-8.058143431391867,-34.91117250789945,1,velocity_burst
100180,2024-02-10 21:09:23,22,322.88,joalheria,dev_6c12ace8,Recife,-8.028663071079283,-34.881368188906734,1,velocity_burst
100181,2024-02-10 21:09:46,22,372.14,cripto_exchange,dev_6c12ace8,Recife,-8.015458075575541,-34.86593613054036,1,velocity_burst
100182,2024-02-10 21:09:46,22,306.49,eletronicos,dev_6c12ace8,Recife,-8.025908110843114,-34.877481336289385,1,velocity_burst
100183,2024-02-11 06:40:17,13,133.33,transferencia_p2p,dev_baa80dd4,Manaus,-3.1144188802294153,-59.97588571550293,0,none
100184,2024-02-11 07:18:22,2,506.41,vestuario,dev_16419f82,Belo Horizonte,-19.916883368185125,-43.93340719380841,0,none
100185,2024-02-11 11:31:13,16,216.15,vestuario,dev_448aaa9e,Belo Horizonte,-19.88196800202418,-43.91988162496678,0,none
100186,2024-02-11 15:18:36,6,301.26,eletronicos,dev_23e2fcb4,Curitiba,-25.40207006840767,-49.31047748361857,0,none
100187,2024-02-12 10:02:22,24,134.19,viagem,dev_ae270da7,Brasilia,-15.822491087294829,-47.85208574065217,0,none
100188,2024-02-12 10:40:16,1,45.7,posto_combustivel,dev_392456de,Rio de Janeiro,-22.90723130810193,-43.24903303003917,0,none
100189,2024-02-12 14:07:51,21,89.53,vestuario,dev_dc713d96,Porto Alegre,-30.00566922944804,-51.19053625050449,0,none
100190,2024-02-12 18:51:55,13,154.17,vestuario,dev_baa80dd4,Manaus,-3.0684524529996997,-59.98404915328992,0,none
100191,2024-02-13 07:02:06,26,464.72,cripto_exchange,dev_f42d47cc,Brasilia,-15.747056712465247,-47.91420164850258,0,none
100192,2024-02-13 09:29:04,10,880.73,posto_combustivel,dev_4a15544d,Porto Alegre,-30.007578328792448,-51.182005775721805,0,none
100193,2024-02-13 11:31:44,13,156.71,transporte,dev_93829b43,Manaus,-3.0980724146465057,-59.98988519125982,0,none
100194,2024-02-13 17:00:11,30,185.61,posto_combustivel,dev_5cec4eb5,Rio de Janeiro,-22.875903094088155,-43.1528189681242,0,none
100195,2024-02-13 18:46:10,13,158.89,transporte,dev_885f6e66,Manaus,-3.0965876370467496,-59.97930711374133,0,none
100196,2024-02-13 21:12:14,7,461.19,posto_combustivel,dev_5be6128e,Belo Horizonte,-19.885557161131413,-43.979885923633205,0,none
100197,2024-02-14 07:06:27,24,86.67,farmacia,dev_ae270da7,Brasilia,-15.763099434663454,-47.83451416030854,0,none
100198,2024-02-14 10:17:12,15,325.3,aposta_online,dev_c6a7ee39,Rio de Janeiro,-22.88398023141977,-43.18850767927911,0,none
100199,2024-02-14 17:46:52,7,601.12,cripto_exchange,dev_5be6128e,Belo Horizonte,-19.95535557817223,-43.9702728197176,0,none
100200,2024-02-14 18:08:48,28,54.57,vestuario,dev_2720797d,Manaus,-3.1180884113596843,-60.02335274329594,0,none
100201,2024-02-15 07:25:17,21,70.04,farmacia,dev_01d74256,Porto Alegre,-29.997580891806845,-51.27083265761824,0,none
100202,2024-02-15 12:32:03,8,4458.78,aposta_online,dev_766ecb15,Buenos Aires,-34.6,-58.38,1,account_takeover
100203,2024-02-15 14:50:25,27,232.61,restaurante,dev_0f844fef,Belo Horizonte,-19.92410022544488,-43.96567921058071,0,none
100204,2024-02-15 19:17:40,28,110.13,transferencia_p2p,dev_2720797d,Manaus,-3.08624874621167,-60.033668886934905,0,none
100205,2024-02-16 14:05:23,21,106.79,cripto_exchange,dev_dc713d96,Porto Alegre,-30.017439572583505,-51.20740116365295,0,none
100206,2024-02-16 18:36:02,12,1033.54,joalheria,dev_b3aa7efe,Porto Alegre,-29.985117647073444,-51.24279866215293,0,none
